SNR_IEC_1_6_Isc,SNR_IEC_2_6_Isc,SNR_IEC_3_6_Isc,SNR_IEC_4_6_Isc,SNR_IEC_5_6_Isc,SNR_IEC_Isc
5.078497312815219,11.720123931055891,24.36522342848041,24.984413186028,10.659462368469413,36.365549084414965
5.060451043109575,11.957399299229676,24.932912495629274,24.531638742619286,30.775688267854406,36.365998042240435
5.11212941821213,12.400432395434814,24.386138853935787,24.77963336822245,30.626476784118378,36.38416213999007
5.127041393745445,12.056920427308507,24.45851305207504,24.86236766974579,30.94631453634824,36.3085511529541
5.175457691570439,12.186392436814181,24.536411478258703,25.04348601506723,30.757919905413235,36.60315699205638
5.073748204200271,12.250042039178135,24.82912072355777,24.888773609085895,30.800296883350565,36.45199983055974
4.951941970776935,12.245201323144036,24.50173968253074,24.797043726929456,30.719106377758774,36.571786807686095
5.055517368712106,12.270961703969395,24.77115441761867,24.816387666391922,30.708974705432798,36.559491559225265
5.225040720769978,12.113360616713889,24.633974735289968,24.863490243567234,30.728374266182726,36.4904667006071
5.173708906757356,12.11246454267875,24.686953401147218,25.08237991460399,30.877164763305274,36.368006138075195
5.174504802004357,12.322478325912309,24.736112507910498,24.985846747124558,30.46212777226924,36.327090823437786
5.059590257477666,12.323123999053925,24.440813551518055,25.098884946083533,30.58871581971452,36.263522474744185
5.078652898782155,12.531819644297922,24.199846170631872,25.16893575410145,30.964324721346877,36.046985279428775
4.976912961893325,12.380229294372176,24.409092873778093,25.02416532872708,30.856426266711654,36.0874702718109
5.029827676203284,12.299437247651252,24.604931388123298,24.931438407608656,30.606549379809273,36.70088657931488
4.96292181971903,12.021947921117992,24.7331404614848,24.945424352196806,30.593806023177827,36.654146743291456
4.990140704722697,12.225510408319042,24.499556052797967,25.005522829200235,30.574580301237066,36.3678333576865
4.942375260479735,12.139126171844635,24.50074863650552,25.04667042255775,30.812493364978085,36.58146314289821
4.857240484750501,12.403909118760374,24.617247728375897,25.135444246177933,30.767186000288312,36.28512578575475
4.920229771289236,12.358283182915356,24.183968759186893,25.087906330689385,30.88838445301559,36.48836789182784
4.88786903721831,12.305657549569558,24.353938325389247,24.788605499162156,30.900384480037104,36.54688881623639
4.949381647323293,12.209277779370197,24.496226076402568,24.927282294686048,30.756993747144836,36.611473392682285
4.827632643892895,12.105781089965623,24.54391002277591,24.801532769604993,30.78075759010321,36.538023824722565
4.963343144858975,12.14486873068438,24.91897390638361,24.877429377032083,30.870254184425995,36.51052684708738
4.956174248941248,12.163327959286935,24.722215633304366,24.91452026180209,30.825580856457993,36.36181867306907
5.152514369590369,12.183606418505837,24.52660375715361,25.095290782135223,30.95437160149305,36.568920478047055
5.134029021596017,11.98792171497384,24.657892041772058,24.520351729364215,31.01372709449091,36.59426879827181
5.023977723625299,12.32038138471643,24.23780073020722,24.696756535009147,30.71103005326723,36.28216774074604
5.036623018791846,12.11569602896198,24.374153808248977,24.95497397182038,30.867036257156325,36.41271160540587
5.014283524162132,12.512918195609311,24.476721215428565,25.063188216942393,30.963890806429156,36.62476736105834
5.018084906911879,12.155330160694794,24.73007650084631,24.878492260724382,30.780835158715448,36.386655509609426
5.076472094665791,12.050148300746493,24.595481117171982,24.747952450081833,30.8484354090736,36.455070872808435
5.034254614650041,12.322913823330898,24.96357436278961,24.791641055353463,30.803825978289993,36.60575731562258
5.039503982000901,12.193585059496876,24.292121049287996,24.95502549105164,30.647971825023465,36.59651643900659
5.084363784933423,12.168666551283858,24.05206998466327,25.012924121644456,30.797864271890766,36.392959567263
5.134413963555465,12.28956111085923,24.463255170168637,24.803016865476867,30.88076521139466,36.42200148845721
4.9134322947453795,12.273138922892706,24.66407399257386,24.96676949298641,30.865230075686664,36.6200935157049
4.960767103371861,12.261883955952412,25.193032398801183,24.82211596860343,30.658479632758453,36.63857744107527
4.998830244815512,12.217956099651973,24.424899789017413,24.87118632904707,30.863279400670102,36.064046263417524
5.16217234787054,12.247347399157979,24.397739376657675,24.744011679270894,30.919565028307648,36.47744941116415
5.048447694981812,12.227415423705475,24.42532148045482,24.54578938073434,31.047047520694075,36.33158932730666
5.0665713440939975,12.368959150509733,24.43574287930805,25.318192145852844,31.024998050669968,36.49435829618306
5.217448154242935,12.335247343202115,24.64000416062347,24.87123645962031,31.010312526322938,36.64606300605076
5.000190172552141,12.333725640914626,24.77508460398619,25.027694013382025,30.72959877370772,36.48653400043919
4.865985464386393,12.445383431380248,24.139493248135423,24.65313731218242,30.97513798905377,36.55787523745049
5.172019489668359,12.306131260555912,24.191681589346384,25.10404390696034,31.108754541449958,36.53911399028708
5.1340107185441965,12.222456705472274,24.08464441364267,24.813568152178448,30.921036958811424,36.49970523817339
5.155493377201407,12.302163839372419,24.22266511184711,24.766555863235325,31.02975774717661,36.44887998920083
5.100092230338507,12.117209970401463,24.547113731033345,24.929427327484326,30.41474403139201,36.313815739608174
4.905346668406057,12.153765220651156,24.441396450166234,24.73058517833251,30.786924667398523,36.07963699215162
